Name,Description,Image Link,Price,Rating,Name of store or merchat
"XIAOMI REDMI 9C RAM 4 64 RAM 3 32 REDMI 9A RAM 3 32 RAM 2 32 GRS RESMI - 9a 2/32, NONGIFT","HI selamat datang di toko kami :)

Kami adalah salah satu Distributor khusus HP Bergaransi RESMI(kami ada TOKO OFFLINE) Barang dijamin ORIGINAL dan barang PASTI BARU semua produk ber GARANSI RESMI dan IMEI TERDAFTAR:

PENTING!!!
HARAP DIBACA SEBELUM MEMBELI :
1.HARAP CHAT DULU SEBELUM PEMBAYARAN(TANYAKAN YG JELAS KETERSEDIAAN WARNA/GIFT/PROMO/DLL)
2.GRATIS ONGKIR DAN ASURANSI PENGIRIMAN PENGIRIMAN
3.GARANSI TOKO/RETUR BISA DIBACA SYARATNYA DI CATATAN TOKO KAMI(WAJIB ADA VIDEO UNBOXING YANG JELAS)

FAST RESPON WA DI #Nol-813-8596-7878

Pengiriman : SETIAP HARI (SENIN-MINGGU)
- SAMEDAY sebelum - Jam 3 Sore (Anteraja) - Jam 5 Sore (Gojek/Grab)
- INSTAN sebelum - Jam 7 Malam
- REGULAR sebelum - Jam 6 Malam
- JAM AKTIF : 10:00 Pagi - 19:00 Malam

NOTE:
- ORDER MAKSIMAL 1 JAM SEBELUM CLOSE ORDER/IKUT ANTRIAN
- JNE/J&T DIKIRIM HARI YANG SAMA",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/6/5/317c94f6-dcd1-4bec-b0bc-946d4554d527.jpg.webp?ect=4g,Rp1.236.000,4.9,ALFASTORE-
"Realme Narzo 20 / 20 PRO 8/128GB Garansi Resmi 1 Tahun 4/64GB - NARZO 50i Green, Non Bundle","*READY ACCESSORIES SMARTPHONE :
https://www.tokopedia.com/dewaponselrakyat/anti-gores-hydrogel-hydro-gel-bisa-untuk-semua-handphone
https://www.tokopedia.com/dewaponselrakyat/powerbank-realme-2i-10-000mah-powerbank-headphone

TERSEDIA 2 VARIANT PRODUK :
- Narzo 20 4/64 : BLUE / SILVER
- Narzo 50i 4/64GB BLACK / GREEN
Pilihan warna dikolom variant saat melakukan checkout!

Mengenai varian:
- Non Bundle: Hanya dapat unit hape dan item yang termasuk di dalam box bawaan
- Bundle Hydrogel: Paket bundling dengan antigores Hydrogel
- Bundle Speaker Theater = Dapat Bonus Speaker Oase Home Theater
- Bundle Headset JBL J22 : Paket bundling dengan Headset JBL J22
- Paket Bundle Lengkap= Dapat Semua Bonus Yang Disebutkan Diatas

FAST RESPON WA DI #Nol-delapan-sembilan-lima-3248-39980

KENAPA BELI DI DEWA PONSEL?
- Terpercaya, toko kita OFFICIAL STORE di Tokopedia (TRUSTED SELLER)
- Barang 100% original unit baru, gak jual barang bekas atau refurbished
- Uang kita kembalikan 2x lipat kalau barang tidak original
- Garansi resmi Indonesia, bisa klaim ke service center terdekat
- Bisa COD Jakarta, terima barang baru bayar
- Bisa request split order
- Ada tim aftersales untuk membantu proses klaim garansi jika kesulitan

NOTE :
- Pengiriman Gojek/ Grab Sameday batas order masuk jam 12.00
- Gojek/ Grab Instant jam 15.00, lewat jam tersebut kemungkinan kirim keesokan harinya
- Untuk produk Oppo, Vivo, Realme segel kita buka dulu sebelum kirim untuk pengisian dan registrasi kartu garansi, setelah itu kita segel ulang (repack)
- Kerusakan dan kehilangan saat pengiriman diluar tanggung jawab kami
- Disarankan pakai asuransi untuk cover resiko pengiriman
- Harap untuk divideo waktu unboxing paket, kita tidak menerima komplain tanpa video unboxing
- Barang yang sudah dibeli tidak dapat ditukar atau di kembalikan, kecuali ada cacat barang saat baru dibuka
- Batas waktu pengajuan komplain 1x24 jam
- Membeli = setuju",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/6/22/a9f3fb21-eb7d-4cc4-af5a-c9eeae6ad27e.jpg.webp?ect=4g,Rp1.553.000,4.9,Dewa Ponsel Rakyat
INFINIX NOTE 10 PRO NFC RAM 8 128 RAM 6 64 GARANSI RESMI - RAM 6 64,"HARAP DIBACA SEBELUM MEMBELI :

1.SETIAP PEMBELIAN DI OFFICIAL STORE BINTANG TERANG CELL ADA PROMO CASHBACK
2.GRATIS ONGKIR DAN ASURANSI PENGIRIMAN PENGIRIMAN
3..HARAP CHAT DULU SEBELUM PEMBAYARAN(TANYAKAN YG JELAS KETERSEDIAAN WARNA/GIFT/PROMO/DLL)

kENAPA BELI DI BINTANG TERANG CELL:
- AMAN DAN BERGARANSI, toko kita OFFICIAL STORE di Tokopedia (TRUSTED SELLER)
-- ADA TOKO FISIK:
FAST RESPON-FAST DELIVERY:
FAST RESPON WA DI#nol-899-7199999
- Barang 100% original,baru,garansi resmi, imei terdaftar
-GARANSI RETUR GANTI BARU BACA SYARATNYA DI CATATAN TOKO DAN WAJIB ADA VIDEO UNBOXING YG JELAS


NOTE : READY
- Pengiriman : SETIAP HARI (SENIN-MINGGU)
- SAMEDAY sebelum - Jam 3 Sore (Anteraja) - Jam 5 Sore (Gojek/Grab)
- INSTAN sebelum - Jam 7 Malam
- REGULAR sebelum - Jam 6 Malam
- JAM AKTIF : 10:00 Pagi - 19:00 Malam

NOTE:
- ORDER MAKSIMAL 1 JAM SEBELUM CLOSE ORDER/IKUT ANTRIAN
- JNE/J&T DIKIRIM HARI YANG SAMA

READY ACCESORIES PELINDUNG HP",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/7/9/2aa16215-3e82-4546-9cdb-f8a99fc20b04.jpg.webp?ect=4g,Rp2.295.000,4.9,Bintang Terang Cell
"iPhone 12 256GB 128GB 64GB Purple White Black Blue Resmi iBox Not mini - 64GB INTER, White","Aksesoris :
https://www.tokopedia.com/studioponsel/etalase/bundling-acc-iphone-ipad

Review pelanggan STUDIO PONSEL :
https://www.tokopedia.com/studioponsel/review

Sekilas info tentang kami :
1. Brand new - Original - Segel
2. Garansi Resmi Apple 1 Tahun, Garansi Toko 7 Hari
3. Gratis Ongkir & Asuransi + Cashback up to 300rb + Bisa COD
4. Positif review 99 % dari 100 % kepuasan customer
5. Sudah melayani 100,000 ++ customer secara online
6. After sales yg siap melayani anda selama 24 jam

- RESELLER / DROPSHIPER Welcome
- SPECIALPRICE untuk repeat order
- Menerima pengadaan kantor atau perusahaan
- Kami memiliki offline store untuk pelayanan AFTERSALES
- Bisa self pickup di toko kami (Wajib Konfirmasi)

Include in the Box :
USB-C to Lightning Cable
Documentation

PILIHAN GARANSI :
iBox, Apple Indonesia
Inter, Apple International *claim di IBOX/QCD/Mitracare Indonesia

# PILIHAN SPEK : 64GB | 128GB | 256GB
# PILIHAN WARNA : BLACK | WHITE | REB | BLUE | MINT GREEN | PURPLE

Spesifikasi :
Ukuran layar: 6.1 inci, 1170 x 2532 pixels, Super Retina XDR OLED, HDR10, 625 nits (typ), 1200 nits (peak)
Memori: RAM 4 GB, ROM 256 GB
Sistem operasi: iOS 14
CPU: Apple A14 Bionic (5 nm), Hexa-core (2x3.1 GHz Firestorm + 4x1.8 GHz Icestorm)
GPU: Apple GPU (4-core graphics)
Kamera: 12 MP, f/1.6, 26mm (wide), 1.4µm, dual pixel PDAF, OIS. 12 MP, f/2.4, 120˚, 13mm (ultrawide), 1/3.6"". Depan 12 MP, f/2.2, 23mm (wide), 1/3.6""
SIM: Nano-SIM/eSIM
Baterai: Li-Ion 2815 mAh
Dimensi: 146.7 x 71.5 x 7.4 mm
Berat: 164 gr",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/4/22/ad70ff76-8f8f-486a-8859-18a447b97dad.jpg.webp?ect=4g,Rp9.045.000,4.9,Studio Ponsel
Samsung Galaxy A03s 4GB+64GB Garansi Resmi Sein Samsung - Black 4/64,"Ready STOCK
Samsung A03s Ram 3GB+32GB
Samsung A03s Ram 4GB+64GB
Garansi Resmi Samsung SEIN

Pilih ram dan warna di Varian

Spesifikasi :
NETWORK Technology GSM / HSPA / LTE
LAUNCH Announced 2021, August 18
Status Available. Released 2021, August 18
BODY Dimensions 164.2 x 75.9 x 9.1 mm (6.46 x 2.99 x 0.36 in)
Weight 196 g (6.91 oz)
SIM Dual SIM (Nano-SIM, dual stand-by)
DISPLAY Type PLS LCD
Size 6.5 inches, 102.0 cm2 (~81.8% screen-to-body ratio)
Resolution 720 x 1600 pixels, 20:9 ratio (~270 ppi density)
PLATFORM OS Android 11, One UI 3.1 Core
Chipset MediaTek MT6765 Helio P35 (12nm)
CPU Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)
GPU PowerVR GE8320
MEMORY Card slot microSDXC (dedicated slot)
Internal 32GB 3GB RAM, 64GB 4GB RAM
eMMC 5.1
MAIN CAMERA Triple 13 MP, f/2.2, (wide), AF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)
Features LED flash
Video 1080p@30fps
SELFIE CAMERA Single 5 MP, f/2.2
Video
SOUND Loudspeaker Yes
3.5mm jack Yes
COMMS WLAN Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot
Bluetooth 5.0, A2DP
GPS Yes, with A-GPS, GLONASS, GALILEO, BDS
NFC No
Radio Unspecified
USB USB Type-C 2.0
FEATURES Sensors Fingerprint (side-mounted), accelerometer, proximity
BATTERY Type Li-Po 5000 mAh, non-removable
Charging Fast charging 15W",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/9/4/a2ea193c-a973-4fa0-8edd-a5bfd99fc528.jpg.webp?ect=4g,Rp1.715.000,5,36shop
Samsung Galaxy M12 [4 GB/ 64 GB] Garansi Resmi - blue,"Samsung Galaxy M12 hadir dengan 6.5 inci PLS TFT LCD Display, baterai 5000mAh
dengan Quad kamera belakang 48MP + 5MP + 2MP + 2MP dan Selfie Kamera 8MP.

SIM :Dual SIM (Nano-SIM, dual stand-by)

* Display :PLS TFT LCD
* Size :6.5 inches
* Resolution :720 x 1600 (HD+)
* OS :Andorid 11
* Chipset :Exynos 850 (8nm)
* CPU :Octa-core (4x2.0 GHz Cortex-A55 & 4x2.0 GHz Cortex-A55)
* GPU :Mali-G52
* Card slot :microSDXC (dedicated slot)
* Main Camera :Quad 48MP + 5MP + 2MP + 2MP
* Selfie Camera :8MP
* Sensors :Accelerometer, Fingerprint Sensor, Virtual Light Sensing, Virtual
Proximity Sensing
* Battery :5000 mAh",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/5/7/f0e7aa0c-737a-4b05-bbab-72d490bf6c99.jpg.webp?ect=4g,Rp1.860.000,5,jikalaku
Redmi Note 10 Pro 6/64GB + 8/128GB Garansi Resmi - 6/128 Blue,"Garansi Resmi Xiaomi Indonesia
IMEI Terdaftar~

Siap kirim~
Bukan Pre Order

NETWORK Technology
GSM / HSPA / LTE
LAUNCH Announced 2021, March 04
Status Available. Released 2021, March 24
BODY Dimensions 164 x 76.5 x 8.1 mm (6.46 x 3.01 x 0.32 in)
Weight 193 g (6.81 oz)
Build Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), plastic frame
SIM Dual SIM (Nano-SIM, dual stand-by)
IP53, dust and splash protection
DISPLAY Type AMOLED, 120Hz, HDR10, 450 nits (typ), 1200 nits (peak)
Size 6.67 inches, 107.4 cm2 (~85.6% screen-to-body ratio)
Resolution 1080 x 2400 pixels, 20:9 ratio (~395 ppi density)
Protection Corning Gorilla Glass 5
PLATFORM OS Android 11, MIUI 12
Chipset Qualcomm SM7150 Snapdragon 732G (8 nm)
CPU Octa-core (2x2.3 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver)
GPU Adreno 618
MEMORY Card slot microSDXC (dedicated slot)
Internal 64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM
UFS 2.2
MAIN CAMERA Quad 108 MP, f/1.9, 26mm (wide), 1/1.52"", 0.7µm, dual pixel PDAF
8 MP, f/2.2, 118˚ (ultrawide), 1/4.0"", 1.12µm
5 MP, f/2.4, (macro), AF
2 MP, f/2.4, (depth)
Features LED flash, HDR, panorama
Video 4K@30fps, 1080p@30/60fps
SELFIE CAMERA Single 16 MP, f/2.5, (wide), 1/3.06"", 1.0µm
Features Panorama
Video 1080p@30fps, 720p@120fps
SOUND Loudspeaker Yes, with stereo speakers
3.5mm jack Yes
24-bit/192kHz audio
COMMS WLAN Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot
Bluetooth 5.1, A2DP, LE
GPS Yes, with A-GPS, GLONASS, GALILEO, BDS
NFC Yes (market/region dependent)
Infrared port Yes
Radio FM radio
USB USB Type-C 2.0
FEATURES Sensors Fingerprint (side-mounted), accelerometer, gyro, proximity, compass
BATTERY Type Li-Po 5020 mAh, non-removable",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/3/31/5a643563-0f91-4abc-97fa-7f32ab9dbc79.jpg.webp?ect=4g,Rp3.365.000,5,duniagadgetku
Infinix Itel Vision 1 Pro 3/32 Ram 3GB Internal 32GB Garansi Resmi - Cosmic Shine,"Itel Vision 1 Pro 3/32 Garansi Resmi 1 Tahun
Sub Brand Infinix

Battery Non-removable Li-Po 4000 mAh battery
OS Android™ 10 (Go edition)
Memory 32GB built-in,3GB Ram MicroSD Card (support up to 128)
Processor 1.4GHz Quad-core
Connectivity Bluetooth 4.2, A2DP, LE, , USB microUSB 2.0, (Wi-Fi 802.11 b/g, Wi-Fi hotspot), GPRS, EDGE, 3G HSPA, 4G LTE,
Display Size 6.5 inches, Sensors Fingerprint (rear-mounted),Face Unlock accelerometer, proximity, compass
Display Colours IPS HD+ Waterdrop LCD capacitive touchscreen, 16M colors, Multitouch
Operating Frequency SIM1: GSM 850 / 900 / 1800 / 1900 SIM2: GSM 850 / 900 / 1800 / 1900
Browser HTML5
Body Colours Ice Crystal Blue , Cosmic Shine
Entertainment FM Radio, 3.5mm audio jack, MP4/WMV/H.264/H.263 player, MP3/AAC/WMA/WAV player, Google Talk, Games (built-in + downloadable)
Camera Triple : 8MP, f/2.2, (wide), PDAF 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth) LED flash, HDR, panorama Video 1080p@30fps, gyro-EIS Selfie camera Single 5MP, f/2.0 HDR Video 1080p@30fps
Ring Tones MP3, WAV ringtones
Messaging SMS(threaded view), MMS, Email, Push Mail, IM
Other Features GPS Yes, with A-GPS, GLONASS, GALILEO, BDS Dual SIM + Micro Sim, dual stand-by), Photo/video editor, Document viewer, Google Search, Maps, Gmail, Document viewer, Speakerphone",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/2/8/3629d82c-3bb2-4820-9c30-83f1758b69a5.jpg.webp?ect=4g,Rp1.250.000,4.9,dk-cell
"Redmi Note 10s 6/64GB + 8/128GB GARANSI RESMI - 6/128, GREY","Garansi Resmi Xiaomi Indonesia.
IMEI Terdaftar

NETWORK Technology
GSM / HSPA / LTE
LAUNCH Announced 2021, March 04
Status Available. Released 2021, April 28
BODY Dimensions 160.5 x 74.5 x 8.3 mm (6.32 x 2.93 x 0.33 in)
Weight 178.8 g (6.31 oz)
SIM Dual SIM (Nano-SIM, dual stand-by)
IP53, dust and splash protection
DISPLAY Type AMOLED, 450 nits (typ), 1100 nits (peak)
Size 6.43 inches, 99.8 cm2 (~83.5% screen-to-body ratio)
Resolution 1080 x 2400 pixels, 20:9 ratio (~409 ppi density)
Protection Corning Gorilla Glass 3
PLATFORM OS Android 11, MIUI 12.5
Chipset Mediatek Helio G95 (12 nm)
CPU Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55)
GPU Mali-G76 MC4
MEMORY Card slot microSDXC (dedicated slot)
Internal 64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM
UFS 2.2
MAIN CAMERA Quad 64 MP, f/1.8, 26mm (wide), 1/1.97"", 0.7µm, PDAF
8 MP, f/2.2, 118˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)
Features LED flash, HDR, panorama
Video 4K@30fps, 1080p@30/60/120fps, 720p@960fps
SELFIE CAMERA Single 13 MP, f/2.5, (wide), 1/3.06"", 1.12µm
Features HDR
Video 1080p@30fps
SOUND Loudspeaker Yes, with stereo speakers
3.5mm jack Yes
24-bit/192kHz audio
COMMS WLAN Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot
Bluetooth 5.1, A2DP, LE
GPS Yes, with A-GPS, GLONASS, GALILEO, BDS
NFC Yes (market/region dependent)
Infrared port Yes
Radio Unspecified
USB USB Type-C 2.0
FEATURES Sensors Fingerprint (side-mounted), accelerometer, gyro, proximity, compass
BATTERY Type Li-Po 5000 mAh, non-removable
Charging Fast charging 33W",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/5/26/a60c5e9c-2717-434c-b1be-f212b9edfdcd.jpg.webp?ect=4g,Rp2.599.000,5,duniagadgetku
"Samsung Galaxy M12 4/64GB 3/32GB Garansi Resmi 3 GB 32 GB 4 GB 64 GB - 3/32 Green, Non Bundle","Untuk Produk Xiaomi, Vivo, Realme, Oppo kami repack semua yaa, hanya untuk aktivasi, selebihnya dijamin tidak ada yang ditukar/ganti

Tersedia juga aksesoris kompatible dengan produk ini:
Anti Gores: https://www.tokopedia.com/distriponsel/anti-gores-jelly-tempered-glass-hydrogel-xiaomi-samsung-vivo-oppo-real
TWS: https://www.tokopedia.com/distriponsel/realme-buds-air-pro-garansi-resmi-realme-original-realme-tws
Powerbank: https://www.tokopedia.com/distriponsel/realme-powerbank-power-bank-2i-10000mah-quick-charge-dual-output

Packing yang lebih aman (Opsional, untuk standar packing kami sudah memakai bubble wrap) :
Ekstra Bubble: https://www.tokopedia.com/distriponsel/ekstra-bubble-wrap-untuk-packing
Packing Kayu: https://www.tokopedia.com/distriponsel/packing-kayu-untuk-handphone


Mengenai varian:
Non Bundle = Tidak dapat bonus yang seperti digambar
Bundle Headset = Dapat bonus headset Pioneer
Bundle Powerbank = Dapat bonus Realme Powerbank 2i
Bundle Hydrogel = Dapat bonus Anti Gores Hydrogel
Bundle Lengkap = Dapat semua bonus yang disebutkan diatas

Tersedia warna:
Grey dan Biru
Pilihan warna tulis dicatatan saat melakukan checkout!

DISPLAY Type PLS IPS, 90Hz
Size 6.5 inches, 102.0 cm2 (~81.9% screen-to-body ratio)
Resolution 720 x 1600 pixels, 20:9 ratio (~270 ppi density)
PLATFORM OS Android 11, One UI Core 3.1
Chipset Exynos 850 (8nm)
CPU Octa-core (4x2.0 GHz Cortex-A55 & 4x2.0 GHz Cortex-A55)
GPU Mali-G52
MEMORY Card slot microSDXC (dedicated slot)
Internal 32GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM
eMMC 5.1
MAIN CAMERA Quad 48 MP, f/2.0, (wide), 1/2.0"", 0.8µm, PDAF
5 MP, f/2.2, 123˚ (ultrawide)
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)
Features LED flash, panorama, HDR
Video 1080p@30fps
SELFIE CAMERA Single 8 MP, f/2.2, (wide)
Features HDR
Video 1080p@30fps

NOTE SEBELUM MEMBELI:
- Barang yang dijual adalah BNIB ( Brand New In Box ) kita tidak jual barang bekas ataupun refurbish",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/3/27/b3c5145d-b8df-49f3-90c3-4b2b30abfd74.jpg.webp?ect=4g,Rp1.634.000,4.9,Distributor Ponsel
Xiaomi Redmi 9c 4/64 GB Garansi Resmi - Promo,"Ready Stok Juni 2022

Kardus & Bubble Warp :
https://www.tokopedia.com/gudang-hp/kardus-bubble-extra-packing

Anti Crack :
https://www.tokopedia.com/gudang-hp/tempered-glass-redmi-9c

Size 6.53 inches,400 nits typ. brightness (advertised)
PLATFORM OS Android 10, MIUI 12
Chipset MediaTek Helio G35 (12 nm)
CPU Octa-core
MEMORY Card slot microSDXC (dedicated slot)
Internal 64 GB, 4GB RAM
MAIN CAMERA Triple 13 MP,
Features LED flash, HDR
SELFIE CAMERA Single 5 MP, f/2.2, (wide), 1.12µm
Features HDR
SOUND Loudspeaker Yes
GPS Yes, with A-GPS, GLONASS, BDS
USB microUSB 2.0, USB On-The-Go
FEATURES Sensors Fingerprint (rear-mounted), accelerometer, proximity
BATTERY Type Li-Po 5000 mAh, non-removable
",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/6/22/26bb0702-69f1-4ecf-a80b-f53fde22a34a.jpg.webp?ect=4g,Rp1.680.000,5,Gudang-HP
Realme 8 8/128 GB Garansi Resmi - Silver,"Ready Stok April 2022



Barang akan kita open box sebelum kirim , untuk ambil kartu garansi.

Fungsi kami wajib setor kartu garansi untuk pihak REALME supaya bila terjadi sesuatu dengan HP maka bisa langsung claim di semua SERVISE CENTER REALME INDONESIA

SIM Dual SIM (Nano-SIM, dual stand-by)
Size 6.4 inches
PLATFORM OS Android 11, Realme UI 2.0
Chipset Mediatek Helio G95 (12 nm)
CPU Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55)
GPU Mali-G76 MC4
MEMORY Internal 128GB 8GB RAM
MAIN CAMERA Quad 64 MP,8 MP,2 MP,2 MP,
SELFIE CAMERA Single 16 MP,
BATTERY Type Li-Po 5000 mAh, non-removable",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/6/22/3ef0cad9-ce64-4709-aa10-647d48130da5.jpg.webp?ect=4g,Rp2.753.000,4.9,Gudang-HP
"Hp Samsung Galaxy A52 8/128 8/256 RAM 8 ROM 128 256 GB 8GB 128GB 256GB - Awesome Blue,A52 8/256 GB","Resolusi Layar 1080 x 2400 pixels

Qualcomm SM7225 Snapdragon 720G (8 nm)

Android 11

One UI 3.0
8GB / 128GB / 256GB

microSDXC

Kamera Belakang
Resolusi
64 MP, f/2.0, 26mm (wide), 1/2.0″, 0.8µm, PDAF OIS
12 MP, f/2.2, 123˚
5 MP, f/2.4,
5 MP, f/2.2,
Fitur
LED flash, panorama, HDR, Video 4K@30fps, 1080p@30/120fps; gyro-EIS

Kamera Depan
Resolusi
32 MP, f/2.2, 26mm (wide), 1/2.8″, 0.8µm
Fitur HDR, Video 4K@30fps, 1080p@30fps

Dual-SIM

Fitur Fast charging
Sensor Fingerprint , accelerometer, gyro, proximity, compass


Terima Kasih sudah berbelanja di Toko kami",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/6/23/d1b91a28-ac4e-4fbd-8bc6-fdbea9cf176b.jpg.webp?ect=4g,Rp4.840.000,4.9,SUPER_GADGET
Samsung Galaxy A32 8/128 GB Garansi Resmi SEIN - Biru,"Ready Stock April 2022

Kartu Perdana :
https://www.tokopedia.com/gudang-hp/kartu-perdana-smartfren-bonus-spesial-bonus-kuota-360gb-selama-2-tahun


SIM Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)
Size 6.4 inches, 98.9 cm2 (~84.6% screen-to-body ratio)
PLATFORM OS Android 11, One UI 3.1
Chipset Mediatek Helio G80 (12 nm)
CPU Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55)
GPU Mali-G52 MC2
Internal 128GB 8GB RAM,
MAIN CAMERA Quad 64 MP, 8 MP, 5 MP, 5 MP,
SELFIE CAMERA Single 20 MP,
BATTERY Type Li-Ion 5000 mAh, non-removable",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/6/20/ba678172-6c10-4654-8e7d-6ceeb4ee70c3.jpg.webp?ect=4g,Rp3.369.000,4.9,Gudang-HP
"Samsung Galaxy A03S 4/64GB Garansi Resmi SEIN 4 GB 64 GB Hitam Biru - Non Bundle, 3/32GB Blue","Untuk Produk Xiaomi, Vivo, Realme, Oppo kami repack semua yaa, hanya untuk aktivasi, selebihnya dijamin tidak ada yang ditukar/ganti

Tersedia juga aksesoris kompatible dengan produk ini:
Anti Gores: https://www.tokopedia.com/distriponsel/anti-gores-jelly-tempered-glass-hydrogel-xiaomi-samsung-vivo-oppo-real
TWS: https://www.tokopedia.com/distriponsel/realme-buds-air-pro-garansi-resmi-realme-original-realme-tws
Powerbank: https://www.tokopedia.com/distriponsel/realme-powerbank-power-bank-2i-10000mah-quick-charge-dual-output

Packing yang lebih aman (Opsional, untuk standar packing kami sudah memakai bubble wrap) :
Ekstra Bubble: https://www.tokopedia.com/distriponsel/ekstra-bubble-wrap-untuk-packing
Packing Kayu: https://www.tokopedia.com/distriponsel/packing-kayu-untuk-handphone

Mengenai varian:
Non Bundle = Tidak dapat bonus yang seperti digambar
Bundle Headset = Dapat bonus headset Pioneer
Bundle Powerbank = Dapat bonus Realme Powerbank 2i
Bundle Hydrogel = Dapat bonus Anti Gores Hydrogel
Bundle Lengkap = Dapat semua bonus yang disebutkan diatas

Tersedia Variant :
Hitam, Biru, Putih : Storage 4/64GB
3/32GB : Storage 3/32GB

DISPLAY Type PLS LCD
Size 6.5 inches, 102.0 cm2 (~81.8% screen-to-body ratio)
Resolution 720 x 1600 pixels, 20:9 ratio (~270 ppi density)
PLATFORM OS Android 11, One UI 3.1 Core
Chipset MediaTek MT6765 Helio P35 (12nm)
CPU Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)
GPU PowerVR GE8320
MEMORY Card slot microSDXC (dedicated slot)
Internal 32GB 3GB RAM, 64GB 4GB RAM
eMMC 5.1
MAIN CAMERA Triple 13 MP, f/2.2, (wide), AF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)
Features LED flash
Video 1080p@30fps
SELFIE CAMERA Single 5 MP, f/2.2
Video


- Spesifikasi lengkap dapat dicek melalui website resmi masing- masing produk.
- Kerusakan dan kehilangan saat pengiriman diluar tanggung jawab kami.",https://images.tokopedia.net/img/cache/500-square/hDjmkQ/2021/12/9/62b6e25c-4667-4087-bbd1-7aef19dd06fa.jpg.webp?ect=4g,Rp1.512.000,4.8,Distributor Ponsel
"IPHONE 11 IBOX 64GB 128GB 256GB GARANSI RESMI TAM - BLACK WHITE RED - 64GB, White","Include in the Box :
USB-C to Lightning Cable
Documentation

Sekilas info tentang kami :
1. Brand new - Original - Segel
2. Garansi Resmi Apple 1 Tahun, Garansi Toko 7 Hari
3. Gratis Ongkir & Asuransi & Extra Cashback up to 300rb & Bisa COD
4. Positif review 99 % dari 100 % kepuasan customer
5. Sudah melayani 100,000 ++ customer secara online
6. After sales yg siap melayani anda selama 24 jam


# Apple iPhone 11

• Layar Liquid Retina HD LCD 6,1 inci(1)
• Tahan air dan debu (1 meter hingga selama 30 menit, IP67) (3)
• Kamera Wide 12 MP tunggal dengan mode Potret, Pencahayaan Potret, Depth Control, Smart HDR, dan video 4K hingga 60 fps
• Sistem kamera depan TrueDepth 7 MP dengan mode Potret, Pencahayaan Potret, Depth Control, dan video 1080p
• Face ID untuk autentikasi aman
• A12 Bionic dengan Neural Engine generasi kedua
• Kemampuan isi daya cepat
• Pengisian daya nirkabel4
• iOS 14 Upgradable iOs terbaru
• Dual SIM (nano-SIM and eSIM)


# PILIHAN KAPASITAS : 64GB | 128GB | 256GB

# PILIHAN WARNA : Black | White | Red | Purple | Green | Yellow

PILIHAN GARANSI :
Inter, Apple International (SG/USA)
iBox, Apple Indonesia

IBOX, Imei terdaftar kemenprin
INTER, Imei 100% Aman all operator, barang sampai bisa langsung pakai, garansi imei 1th",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/6/14/e59452f9-0439-484a-8c63-cb468b0536b4.jpg.webp?ect=4g,Rp7.420.000,4.9,Studio Ponsel
